,gameid,teamname,gamelength,result,game,patch,playoffs,ckpm,side,ban1,ban2,ban3,ban4,ban5,teamkills,teamdeaths,firstblood,team kpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
10895,ESPORTSTMNT02_2552610,KaBuM! e-Sports,1653,0,1,12.02,0,1.1615,Red,Twisted Fate,Gwen,Renekton,Galio,Camille,11,21,0.0,0.3993,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,3.0,9.0,0.0,3.0,48211.0,1749.9456,3225.118,2338.0036,73.0,2.6497,32.0,1.1615,30.0,169.0,6.1343,45937,27698.0,1005.3721,42975.0,-0.121722,,716.0,142.0,,,31.1434,14251.0,18075.0,311.0,15995.0,19304.0,337.0,-1744.0,-1229.0,-26.0,0.0,0.0,1.0,1.0,1.0,0.0,23005.0,29870.0,514.0,26325.0,29841.0,512.0,-3320.0,29.0,2.0,2.0,4.0,3.0,3.0,5.0,2.0
10942,ESPORTSTMNT02_2552653,Liberty,2120,1,1,12.02,0,1.0189,Blue,Twisted Fate,LeBlanc,Viego,Ryze,Nautilus,26,10,1.0,0.7358,0.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,3.0,1.0,1.0,9.0,5.0,2.0,0.0,69178.0,1957.8679,2884.1038,2607.5377,106.0,3.0,74.0,2.0943,43.0,290.0,8.2075,70134,47129.0,1333.8396,63225.0,0.140047,,910.0,212.0,,,31.7547,16976.0,19430.0,344.0,14443.0,18153.0,319.0,2533.0,1277.0,25.0,4.0,4.0,0.0,0.0,0.0,4.0,27520.0,30268.0,542.0,23889.0,30718.0,506.0,3631.0,-450.0,36.0,6.0,5.0,3.0,3.0,7.0,6.0
10943,ESPORTSTMNT02_2552653,LOUD,2120,0,1,12.02,0,1.0189,Red,Caitlyn,Viktor,Corki,Lee Sin,Zoe,10,26,0.0,0.283,1.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,5.0,9.0,0.0,2.0,74241.0,2101.1604,2619.9057,1931.2358,136.0,3.8491,43.0,1.217,63.0,248.0,7.0189,56635,33630.0,951.7925,54950.0,-0.140047,,879.0,222.0,,,31.1604,14443.0,18153.0,319.0,16976.0,19430.0,344.0,-2533.0,-1277.0,-25.0,0.0,0.0,4.0,4.0,4.0,0.0,23889.0,30718.0,506.0,27520.0,30268.0,542.0,-3631.0,450.0,-36.0,3.0,7.0,6.0,6.0,5.0,3.0
10978,ESPORTSTMNT02_2552740,Rensga eSports,2167,1,1,12.02,0,0.7476,Blue,Lee Sin,Leona,Twisted Fate,Vex,Viktor,18,9,0.0,0.4984,0.0,3.0,2.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,7.0,6.0,1.0,0.0,2.0,5.0,1.0,0.0,72269.0,2000.9875,3023.0365,3306.5067,121.0,3.3503,53.0,1.4675,53.0,292.0,8.0849,63076,39595.0,1096.3083,56575.0,-0.099916,,921.0,198.0,,,30.9829,15476.0,18481.0,321.0,15785.0,17902.0,332.0,-309.0,579.0,-11.0,2.0,4.0,2.0,2.0,2.0,2.0,23570.0,29550.0,492.0,26482.0,29289.0,539.0,-2912.0,261.0,-47.0,4.0,10.0,3.0,3.0,3.0,4.0
10979,ESPORTSTMNT02_2552740,Netshoes Miners,2167,0,1,12.02,0,0.7476,Red,Corki,Caitlyn,Jinx,Syndra,Zoe,9,18,1.0,0.2492,1.0,2.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,6.0,7.0,0.0,1.0,5.0,2.0,0.0,1.0,75496.0,2090.3369,2747.6511,2440.2861,108.0,2.9903,53.0,1.4675,55.0,279.0,7.725,62041,38560.0,1067.6511,62525.0,0.099916,,904.0,249.0,,,31.9243,15785.0,17902.0,332.0,15476.0,18481.0,321.0,309.0,-579.0,11.0,2.0,2.0,2.0,2.0,4.0,2.0,26482.0,29289.0,539.0,23570.0,29550.0,492.0,2912.0,-261.0,47.0,3.0,3.0,4.0,4.0,10.0,3.0
11026,ESPORTSTMNT02_2552773,paiN Gaming,1921,0,1,12.02,0,0.7496,Blue,Vex,Caitlyn,Senna,Akali,Jayce,9,15,1.0,0.2811,0.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,9.0,0.0,0.0,8.0,4.0,0.0,2.0,55520.0,1734.0968,2782.4571,2548.0167,117.0,3.6543,45.0,1.4055,58.0,230.0,7.1838,51947,30976.0,967.4961,49335.0,-0.0827747,,796.0,177.0,,,30.3904,15973.0,17915.0,328.0,15274.0,18265.0,329.0,699.0,-350.0,-1.0,2.0,4.0,1.0,1.0,2.0,2.0,25789.0,28733.0,514.0,23866.0,30463.0,530.0,1923.0,-1730.0,-16.0,4.0,7.0,3.0,3.0,3.0,4.0
11027,ESPORTSTMNT02_2552773,FURIA,1921,1,1,12.02,0,0.7496,Red,Corki,Twisted Fate,Renekton,Orianna,Yasuo,15,9,0.0,0.4685,1.0,4.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,3.0,1.0,1.0,4.0,8.0,2.0,0.0,65709.0,2052.3373,2746.1947,1755.898,121.0,3.7793,59.0,1.8428,54.0,303.0,9.4638,59046,38075.0,1189.2244,53595.0,0.0827747,,821.0,220.0,,,32.5143,15274.0,18265.0,329.0,15973.0,17915.0,328.0,-699.0,350.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,23866.0,30463.0,530.0,25789.0,28733.0,514.0,-1923.0,1730.0,16.0,3.0,3.0,4.0,4.0,7.0,3.0
11062,ESPORTSTMNT02_2552817,INTZ,1957,1,1,12.02,0,0.4599,Blue,Lee Sin,Jarvan IV,Gwen,Sylas,Jax,13,2,1.0,0.3986,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,9.0,3.0,1.0,1.0,2.0,7.0,3.0,0.0,55968.0,1715.9325,1832.0388,2386.7552,101.0,3.0966,51.0,1.5636,46.0,270.0,8.278,60305,38962.0,1194.5427,56025.0,0.132255,,825.0,185.0,,,30.9658,16624.0,18997.0,341.0,14935.0,17902.0,332.0,1689.0,1095.0,9.0,2.0,4.0,1.0,1.0,2.0,2.0,25113.0,30101.0,540.0,24344.0,29159.0,547.0,769.0,942.0,-7.0,2.0,4.0,1.0,1.0,2.0,2.0
11063,ESPORTSTMNT02_2552817,Flamengo Esports,1957,0,1,12.02,0,0.4599,Red,Corki,Caitlyn,Renekton,Akali,Camille,2,13,0.0,0.0613,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,9.0,0.0,0.0,7.0,2.0,0.0,3.0,36810.0,1128.5641,2654.3178,2174.6551,96.0,2.9433,36.0,1.1037,49.0,212.0,6.4997,51128,29785.0,913.1834,49075.0,-0.132255,,887.0,221.0,,,33.9704,14935.0,17902.0,332.0,16624.0,18997.0,341.0,-1689.0,-1095.0,-9.0,1.0,2.0,2.0,2.0,4.0,1.0,24344.0,29159.0,547.0,25113.0,30101.0,540.0,-769.0,-942.0,7.0,1.0,2.0,2.0,2.0,4.0,1.0
14278,ESPORTSTMNT02_2575812,Netshoes Miners,1810,0,1,12.02,0,0.8619,Blue,Gwen,Twisted Fate,Caitlyn,Akali,Aatrox,8,18,1.0,0.2652,1.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,10.0,0.0,1.0,2.0,0.0,0.0,2.0,41158.0,1364.3536,2678.7514,1875.9779,99.0,3.2818,54.0,1.7901,47.0,244.0,8.0884,46981,27139.0,899.6354,45875.0,-0.155315,,719.0,157.0,,,29.0387,16269.0,17900.0,296.0,14789.0,18053.0,333.0,1480.0,-153.0,-37.0,4.0,7.0,0.0,0.0,0.0,4.0,24037.0,28433.0,498.0,22642.0,28585.0,535.0,1395.0,-152.0,-37.0,4.0,7.0,0.0,0.0,0.0,4.0
14279,ESPORTSTMNT02_2575812,RED Canids,1810,1,1,12.02,0,0.8619,Red,Corki,Zeri,Vex,Orianna,Azir,18,8,0.0,0.5967,0.0,3.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,61921.0,2052.6298,2197.6906,2074.011,106.0,3.5138,45.0,1.4917,45.0,239.0,7.9227,59252,39410.0,1306.4088,53600.0,0.155315,,802.0,236.0,,,34.4088,14789.0,18053.0,333.0,16269.0,17900.0,296.0,-1480.0,153.0,37.0,0.0,0.0,4.0,4.0,7.0,0.0,22642.0,28585.0,535.0,24037.0,28433.0,498.0,-1395.0,152.0,37.0,0.0,0.0,4.0,4.0,7.0,0.0
14302,ESPORTSTMNT02_2575865,LOUD,1540,1,1,12.02,0,0.4675,Blue,Senna,Gwen,LeBlanc,Sylas,Thresh,10,2,0.0,0.3896,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,2.0,1.0,1.0,14.0,5.0,2.0,0.0,48845.0,1903.0519,2133.0,1505.3766,101.0,3.9351,38.0,1.4805,45.0,197.0,7.6753,51472,34383.0,1339.5974,45650.0,0.233639,,720.0,182.0,,,35.1429,15365.0,18937.0,356.0,14340.0,18413.0,323.0,1025.0,524.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,26502.0,28882.0,549.0,22818.0,29009.0,496.0,3684.0,-127.0,53.0,0.0,0.0,1.0,1.0,3.0,0.0
14303,ESPORTSTMNT02_2575865,INTZ,1540,0,1,12.02,0,0.4675,Red,Zeri,Caitlyn,Corki,Poppy,Nautilus,2,10,1.0,0.0779,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,11.0,0.0,0.0,5.0,14.0,0.0,2.0,30024.0,1169.7662,2560.7922,2299.5195,76.0,2.961,32.0,1.2468,33.0,146.0,5.6883,38742,21653.0,843.6234,36100.0,-0.233639,,681.0,121.0,,,31.2468,14340.0,18413.0,323.0,15365.0,18937.0,356.0,-1025.0,-524.0,-33.0,0.0,0.0,0.0,0.0,0.0,0.0,22818.0,29009.0,496.0,26502.0,28882.0,549.0,-3684.0,127.0,-53.0,1.0,3.0,0.0,0.0,0.0,1.0
14326,ESPORTSTMNT02_2575902,KaBuM! e-Sports,1683,1,1,12.02,0,1.2121,Blue,Renekton,Twisted Fate,Corki,Akali,Camille,25,9,1.0,0.8913,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,1.0,1.0,3.0,5.0,2.0,0.0,67615.0,2410.5169,2837.6114,2110.4813,83.0,2.959,45.0,1.6043,39.0,199.0,7.0945,57461,38920.0,1387.5223,51703.0,0.196902,,713.0,198.0,,,32.4777,15095.0,18389.0,317.0,15164.0,18029.0,327.0,-69.0,360.0,-10.0,1.0,0.0,1.0,1.0,1.0,1.0,23804.0,29475.0,496.0,24251.0,29602.0,513.0,-447.0,-127.0,-17.0,2.0,1.0,2.0,2.0,3.0,2.0
14327,ESPORTSTMNT02_2575902,Liberty,1683,0,1,12.02,0,1.2121,Red,Lee Sin,Caitlyn,Thresh,Poppy,Jarvan IV,9,25,0.0,0.3209,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,5.0,3.0,0.0,2.0,50667.0,1806.3102,3251.0517,2327.9144,101.0,3.6007,30.0,1.0695,39.0,195.0,6.9519,44950,26409.0,941.4973,42435.0,-0.196902,,690.0,141.0,,,29.6257,15164.0,18029.0,327.0,15095.0,18389.0,317.0,69.0,-360.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,24251.0,29602.0,513.0,23804.0,29475.0,496.0,447.0,127.0,17.0,2.0,3.0,2.0,2.0,1.0,2.0
14350,ESPORTSTMNT02_2575922,Flamengo Esports,2196,0,1,12.02,0,0.5464,Blue,Gwen,Leona,Zeri,Gnar,Kennen,6,14,0.0,0.1639,0.0,1.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,0.0,0.0,3.0,4.0,0.0,1.0,45045.0,1230.7377,3186.2022,3127.6776,127.0,3.4699,55.0,1.5027,65.0,245.0,6.694,54723,30942.0,845.4098,53775.0,-0.135402,,876.0,213.0,,,29.7541,14076.0,16903.0,301.0,15474.0,17393.0,332.0,-1398.0,-490.0,-31.0,0.0,0.0,1.0,1.0,2.0,0.0,22857.0,27943.0,498.0,25198.0,29113.0,538.0,-2341.0,-1170.0,-40.0,2.0,2.0,3.0,3.0,7.0,2.0
14351,ESPORTSTMNT02_2575922,paiN Gaming,2196,1,1,12.02,0,0.5464,Red,Twisted Fate,Caitlyn,Corki,Zoe,Jarvan IV,14,6,1.0,0.3825,1.0,5.0,1.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,9.0,2.0,1.0,1.0,4.0,3.0,1.0,0.0,95098.0,2598.306,2090.0546,2020.1093,139.0,3.7978,75.0,2.0492,60.0,349.0,9.5355,67394,43613.0,1191.612,61585.0,0.135402,,938.0,239.0,,,32.1585,15474.0,17393.0,332.0,14076.0,16903.0,301.0,1398.0,490.0,31.0,1.0,2.0,0.0,0.0,0.0,1.0,25198.0,29113.0,538.0,22857.0,27943.0,498.0,2341.0,1170.0,40.0,3.0,7.0,2.0,2.0,2.0,3.0
14578,ESPORTSTMNT02_2556220,KaBuM! e-Sports,1551,1,1,12.02,0,1.2766,Blue,Renekton,Twisted Fate,Caitlyn,Galio,Ryze,24,9,0.0,0.9284,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,9.0,3.0,1.0,1.0,7.0,4.0,1.0,0.0,67738.0,2620.4255,2479.1489,2243.1721,88.0,3.4043,31.0,1.1992,41.0,185.0,7.1567,53206,36006.0,1392.882,47408.0,0.132901,,690.0,147.0,,,32.3791,14691.0,18484.0,337.0,15873.0,19134.0,337.0,-1182.0,-650.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,24615.0,29949.0,504.0,24807.0,30157.0,506.0,-192.0,-208.0,-2.0,4.0,7.0,5.0,5.0,6.0,4.0
14579,ESPORTSTMNT02_2556220,LOUD,1551,0,1,12.02,0,1.2766,Red,Viktor,Lee Sin,Corki,Olaf,Gwen,9,24,1.0,0.3482,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,9.0,0.0,0.0,4.0,7.0,0.0,1.0,44925.0,1737.911,3483.559,2354.2747,82.0,3.1721,34.0,1.3153,42.0,160.0,6.1896,43793,26593.0,1028.7427,41500.0,-0.132901,,649.0,151.0,,,30.9478,15873.0,19134.0,337.0,14691.0,18484.0,337.0,1182.0,650.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,24807.0,30157.0,506.0,24615.0,29949.0,504.0,192.0,208.0,2.0,5.0,6.0,4.0,4.0,7.0,5.0
14614,ESPORTSTMNT02_2556267,RED Canids,1633,0,1,12.02,0,0.5511,Blue,Tryndamere,Gwen,Jinx,LeBlanc,Akali,4,11,0.0,0.147,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,10.0,0.0,0.0,6.0,7.0,0.0,2.0,35231.0,1294.4642,2088.0955,1448.267,81.0,2.9761,30.0,1.1023,42.0,165.0,6.0625,43963,25929.0,952.6883,42625.0,-0.088565,,737.0,167.0,,,33.2149,14705.0,18022.0,300.0,16257.0,18700.0,323.0,-1552.0,-678.0,-23.0,1.0,0.0,3.0,3.0,5.0,1.0,24264.0,29345.0,493.0,27088.0,29744.0,516.0,-2824.0,-399.0,-23.0,3.0,4.0,5.0,5.0,8.0,3.0
14615,ESPORTSTMNT02_2556267,FURIA,1633,1,1,12.02,0,0.5511,Red,Twisted Fate,Corki,Zeri,Ornn,Viktor,11,4,1.0,0.4042,1.0,4.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,3.0,1.0,1.0,7.0,6.0,2.0,0.0,40419.0,1485.0827,2372.0759,1508.3772,93.0,3.417,41.0,1.5064,38.0,227.0,8.3405,52104,34070.0,1251.8065,46575.0,0.088565,,749.0,177.0,,,34.0233,16257.0,18700.0,323.0,14705.0,18022.0,300.0,1552.0,678.0,23.0,3.0,5.0,1.0,1.0,0.0,3.0,27088.0,29744.0,516.0,24264.0,29345.0,493.0,2824.0,399.0,23.0,5.0,8.0,3.0,3.0,4.0,5.0
14638,ESPORTSTMNT02_2556322,paiN Gaming,1878,0,1,12.02,0,0.639,Blue,Senna,LeBlanc,Yuumi,Xin Zhao,Camille,4,16,0.0,0.1278,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,10.0,1.0,1.0,6.0,4.0,0.0,1.0,43727.0,1397.0288,2018.722,2010.9585,104.0,3.3227,46.0,1.4696,46.0,236.0,7.5399,50647,30109.0,961.9489,49100.0,-0.104247,,834.0,179.0,,,32.3642,15291.0,18103.0,341.0,16178.0,18549.0,350.0,-887.0,-446.0,-9.0,0.0,0.0,1.0,1.0,1.0,0.0,25065.0,28893.0,538.0,24409.0,30099.0,555.0,656.0,-1206.0,-17.0,1.0,2.0,2.0,2.0,3.0,1.0
14639,ESPORTSTMNT02_2556322,INTZ,1878,1,1,12.02,0,0.639,Red,Caitlyn,Corki,Zeri,Akali,Jayce,16,4,1.0,0.5112,1.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,10.0,4.0,0.0,0.0,4.0,6.0,1.0,0.0,46314.0,1479.6805,2303.9617,2450.8946,116.0,3.7061,45.0,1.4377,51.0,268.0,8.5623,59761,39223.0,1253.131,54500.0,0.104247,,867.0,200.0,,,34.0895,16178.0,18549.0,350.0,15291.0,18103.0,341.0,887.0,446.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,24409.0,30099.0,555.0,25065.0,28893.0,538.0,-656.0,1206.0,17.0,2.0,3.0,1.0,1.0,2.0,2.0
14686,ESPORTSTMNT02_2556364,Liberty,1886,1,1,12.02,0,0.6363,Blue,Vex,Xin Zhao,Twisted Fate,Poppy,Aatrox,17,3,0.0,0.5408,0.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,7.0,1.0,2.0,0.0,74941.0,2384.1251,3122.9905,2967.2641,105.0,3.3404,48.0,1.527,37.0,262.0,8.3351,58429,37813.0,1202.9586,51683.0,0.149138,,737.0,201.0,,,29.8409,14977.0,17988.0,318.0,14789.0,17598.0,303.0,188.0,390.0,15.0,0.0,0.0,1.0,1.0,2.0,0.0,23853.0,27470.0,470.0,21484.0,26146.0,452.0,2369.0,1324.0,18.0,2.0,6.0,1.0,1.0,2.0,2.0
14687,ESPORTSTMNT02_2556364,Netshoes Miners,1886,0,1,12.02,0,0.6363,Red,Corki,Caitlyn,Gwen,Nautilus,Rakan,3,17,1.0,0.0954,1.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,7.0,0.0,2.0,63268.0,2012.7678,3088.1548,2364.6554,91.0,2.895,41.0,1.3043,46.0,198.0,6.299,44663,24047.0,765.0159,44510.0,-0.149138,,744.0,155.0,,,28.6002,14789.0,17598.0,303.0,14977.0,17988.0,318.0,-188.0,-390.0,-15.0,1.0,2.0,0.0,0.0,0.0,1.0,21484.0,26146.0,452.0,23853.0,27470.0,470.0,-2369.0,-1324.0,-18.0,1.0,2.0,2.0,2.0,6.0,1.0
17326,ESPORTSTMNT02_2558340,FURIA,1825,1,1,12.02,0,1.2493,Blue,Senna,Xin Zhao,Karma,Jayce,Akali,24,14,1.0,0.789,1.0,4.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,11.0,2.0,0.0,1.0,6.0,6.0,3.0,0.0,79810.0,2623.8904,3161.6877,2037.0082,98.0,3.2219,60.0,1.9726,46.0,270.0,8.8767,61953,41956.0,1379.3753,56950.0,0.142488,,719.0,225.0,,,31.0356,15282.0,17590.0,328.0,15848.0,17520.0,310.0,-566.0,70.0,18.0,2.0,3.0,3.0,3.0,7.0,2.0,25270.0,27605.0,490.0,24162.0,27645.0,493.0,1108.0,-40.0,-3.0,5.0,10.0,4.0,4.0,9.0,5.0
17327,ESPORTSTMNT02_2558340,Rensga eSports,1825,0,1,12.02,0,1.2493,Red,Corki,Caitlyn,Zeri,Ryze,Vex,14,24,0.0,0.4603,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,11.0,1.0,0.0,6.0,6.0,0.0,3.0,60642.0,1993.7096,3209.6877,2946.2137,110.0,3.6164,32.0,1.0521,53.0,196.0,6.4438,50315,30318.0,996.7562,49375.0,-0.142488,,718.0,139.0,,,28.1753,15848.0,17520.0,310.0,15282.0,17590.0,328.0,566.0,-70.0,-18.0,3.0,7.0,2.0,2.0,3.0,3.0,24162.0,27645.0,493.0,25270.0,27605.0,490.0,-1108.0,40.0,3.0,4.0,9.0,5.0,5.0,10.0,4.0
17422,ESPORTSTMNT02_2558353,Rensga eSports,2420,0,1,12.02,0,0.7438,Blue,Ryze,Gwen,Twisted Fate,Jayce,Irelia,10,20,0.0,0.2479,1.0,4.0,2.0,4.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,7.0,0.0,1.0,2.0,4.0,0.0,1.0,90158.0,2235.3223,3241.1405,3520.4876,151.0,3.7438,73.0,1.8099,79.0,344.0,8.5289,61571,35510.0,880.4132,59605.0,-0.067596,,917.0,240.0,,,28.686,14951.0,17949.0,328.0,15984.0,18477.0,319.0,-1033.0,-528.0,9.0,1.0,2.0,3.0,3.0,8.0,1.0,24177.0,29783.0,544.0,25051.0,29651.0,511.0,-874.0,132.0,33.0,3.0,5.0,5.0,5.0,12.0,3.0
17423,ESPORTSTMNT02_2558353,Flamengo Esports,2420,1,1,12.02,0,0.7438,Red,Caitlyn,Corki,Zeri,Vex,Camille,20,10,1.0,0.4959,0.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,7.0,4.0,1.0,0.0,4.0,2.0,1.0,0.0,101925.0,2527.0661,3051.124,3443.2314,139.0,3.4463,71.0,1.7603,64.0,344.0,8.5289,69818,43757.0,1084.8843,63775.0,0.067596,,906.0,218.0,,,27.8678,15984.0,18477.0,319.0,14951.0,17949.0,328.0,1033.0,528.0,-9.0,3.0,8.0,1.0,1.0,2.0,3.0,25051.0,29651.0,511.0,24177.0,29783.0,544.0,874.0,-132.0,-33.0,5.0,12.0,3.0,3.0,5.0,5.0
19354,ESPORTSTMNT03_2562201,INTZ,1619,0,1,12.03,0,0.8894,Blue,Senna,Yuumi,Caitlyn,Thresh,Janna,7,17,0.0,0.2594,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,9.0,0.0,0.0,5.0,11.0,0.0,2.0,38540.0,1428.2891,2932.2545,2218.1841,85.0,3.1501,39.0,1.4453,43.0,199.0,7.3749,42211,24315.0,901.1118,39800.0,-0.163677,,677.0,144.0,,,30.4262,14494.0,16644.0,316.0,17313.0,18118.0,309.0,-2819.0,-1474.0,7.0,0.0,0.0,2.0,2.0,5.0,0.0,23458.0,27711.0,508.0,25935.0,28930.0,506.0,-2477.0,-1219.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0
19355,ESPORTSTMNT03_2562201,Rensga eSports,1619,1,1,12.03,0,0.8894,Red,Gwen,Twisted Fate,Zeri,Nautilus,Leona,17,7,1.0,0.63,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,9.0,2.0,1.0,1.0,11.0,5.0,2.0,0.0,62461.0,2314.7993,2487.5726,2152.8104,94.0,3.4836,38.0,1.4083,42.0,205.0,7.5973,54390,36494.0,1352.4645,46895.0,0.163677,,691.0,212.0,,,33.4651,17313.0,18118.0,309.0,14494.0,16644.0,316.0,2819.0,1474.0,-7.0,2.0,5.0,0.0,0.0,0.0,2.0,25935.0,28930.0,506.0,23458.0,27711.0,508.0,2477.0,1219.0,-2.0,2.0,5.0,1.0,1.0,2.0,2.0
