,gameid,teamname,gamelength,result,game,patch,playoffs,ckpm,side,ban1,ban2,ban3,ban4,ban5,teamkills,teamdeaths,firstblood,team kpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
64426,ESPORTSTMNT03_2638459,RED Canids,1840,1,2,12.05,1,0.8152,Blue,Tryndamere,Xayah,Lee Sin,Gwen,Volibear,18,7,0.0,0.587,0.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,3.0,0.0,0.0,11.0,10.0,2.0,0.0,55185.0,1799.5109,2498.1522,2338.5978,97.0,3.163,41.0,1.337,38.0,217.0,7.0761,60902,40756.0,1329.0,55683.0,0.126157,,787.0,241.0,,,33.5217,17352.0,18058.0,300.0,16890.0,18863.0,329.0,462.0,-805.0,-29.0,4.0,6.0,4.0,4.0,5.0,4.0,26574.0,28085.0,477.0,26413.0,28460.0,504.0,161.0,-375.0,-27.0,6.0,11.0,5.0,5.0,6.0,6.0
64427,ESPORTSTMNT03_2638459,paiN Gaming,1840,0,2,12.05,1,0.8152,Red,Renata Glasc,Zeri,Camille,Ornn,Vex,7,18,1.0,0.2283,1.0,1.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,10.0,1.0,1.0,10.0,11.0,0.0,2.0,52133.0,1699.9891,2494.1413,2086.4348,118.0,3.8478,48.0,1.5652,55.0,255.0,8.3152,49948,29802.0,971.8043,49075.0,-0.126157,,803.0,184.0,,,32.1848,16890.0,18863.0,329.0,17352.0,18058.0,300.0,-462.0,805.0,29.0,4.0,5.0,4.0,4.0,6.0,4.0,26413.0,28460.0,504.0,26574.0,28085.0,477.0,-161.0,375.0,27.0,5.0,6.0,6.0,6.0,11.0,5.0
64450,ESPORTSTMNT03_2638460,RED Canids,1954,0,3,12.05,1,1.1975,Blue,Tryndamere,Xayah,Lee Sin,Leona,Gwen,13,26,1.0,0.3992,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,8.0,0.0,0.0,8.0,10.0,0.0,1.0,52508.0,1612.3234,2959.2221,2619.0583,114.0,3.5005,36.0,1.1054,55.0,247.0,7.5844,55010,33701.0,1034.8311,54295.0,-0.0758395,,747.0,202.0,,,29.1402,17993.0,16808.0,275.0,18453.0,17288.0,306.0,-460.0,-480.0,-31.0,6.0,13.0,6.0,6.0,14.0,6.0,25845.0,26780.0,457.0,27278.0,28238.0,488.0,-1433.0,-1458.0,-31.0,6.0,13.0,8.0,8.0,17.0,6.0
64451,ESPORTSTMNT03_2638460,paiN Gaming,1954,1,3,12.05,1,1.1975,Red,Renata Glasc,Zeri,Camille,Ornn,Jarvan IV,26,13,0.0,0.7984,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,8.0,4.0,1.0,1.0,10.0,8.0,1.0,0.0,75792.0,2327.2876,2450.4504,2870.5118,125.0,3.8383,47.0,1.4432,53.0,284.0,8.7206,65126,43817.0,1345.4555,58575.0,0.0758395,,748.0,239.0,,,30.3071,18453.0,17288.0,306.0,17993.0,16808.0,275.0,460.0,480.0,31.0,6.0,14.0,6.0,6.0,13.0,6.0,27278.0,28238.0,488.0,25845.0,26780.0,457.0,1433.0,1458.0,31.0,8.0,17.0,6.0,6.0,13.0,8.0
64486,ESPORTSTMNT03_2658140,RED Canids,1716,1,4,12.05,1,0.9441,Blue,Tryndamere,Xayah,Lee Sin,Nautilus,Braum,21,6,1.0,0.7343,1.0,4.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,10.0,2.0,0.0,1.0,5.0,1.0,2.0,0.0,61994.0,2167.6224,3018.8112,2836.4685,123.0,4.3007,45.0,1.5734,44.0,244.0,8.5315,58158,39277.0,1373.3217,50093.0,0.134615,,768.0,200.0,,,33.8462,15865.0,18334.0,329.0,15143.0,17718.0,327.0,722.0,616.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,24843.0,29642.0,540.0,23270.0,29536.0,547.0,1573.0,106.0,-7.0,2.0,3.0,1.0,1.0,1.0,2.0
64487,ESPORTSTMNT03_2658140,paiN Gaming,1716,0,4,12.05,1,0.9441,Red,Renata Glasc,Zeri,Camille,Vex,Seraphine,6,21,0.0,0.2098,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,10.0,1.0,0.0,1.0,5.0,0.0,2.0,61866.0,2163.1469,2962.972,2082.3776,89.0,3.1119,60.0,2.0979,45.0,207.0,7.2378,45732,26851.0,938.8462,43775.0,-0.134615,,759.0,186.0,,,33.042,15143.0,17718.0,327.0,15865.0,18334.0,329.0,-722.0,-616.0,-2.0,1.0,1.0,2.0,2.0,3.0,1.0,23270.0,29536.0,547.0,24843.0,29642.0,540.0,-1573.0,-106.0,7.0,1.0,1.0,2.0,2.0,3.0,1.0
64498,ESPORTSTMNT03_2658141,RED Canids,1601,1,5,12.05,1,0.7495,Blue,Tryndamere,Xayah,Lee Sin,Volibear,Gwen,16,4,0.0,0.5996,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,9.0,4.0,1.0,1.0,4.0,6.0,2.0,0.0,35193.0,1318.9132,2496.7645,2960.1624,95.0,3.5603,37.0,1.3866,45.0,206.0,7.7202,49282,31574.0,1183.2854,43708.0,0.0578639,,641.0,162.0,,,30.0937,15192.0,18587.0,314.0,16068.0,18960.0,349.0,-876.0,-373.0,-35.0,2.0,5.0,1.0,1.0,2.0,2.0,23660.0,30220.0,503.0,24856.0,30551.0,550.0,-1196.0,-331.0,-47.0,4.0,6.0,2.0,2.0,2.0,4.0
64499,ESPORTSTMNT03_2658141,paiN Gaming,1601,0,5,12.05,1,0.7495,Red,Renata Glasc,Ornn,Hecarim,Camille,Rakan,4,16,1.0,0.1499,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,9.0,0.0,0.0,6.0,4.0,0.0,2.0,39834.0,1492.842,2045.2842,1363.4728,97.0,3.6352,44.0,1.649,39.0,201.0,7.5328,44150,26442.0,990.9557,41250.0,-0.0578639,,707.0,174.0,,,33.0169,16068.0,18960.0,349.0,15192.0,18587.0,314.0,876.0,373.0,35.0,1.0,2.0,2.0,2.0,5.0,1.0,24856.0,30551.0,550.0,23660.0,30220.0,503.0,1196.0,331.0,47.0,2.0,2.0,4.0,4.0,6.0,2.0
75970,ESPORTSTMNT02_2778045,paiN Gaming,2153,0,1,12.1,0,1.1147,Blue,Renata Glasc,Senna,Lucian,Swain,Ahri,17,23,1.0,0.4738,1.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,11.0,0.0,0.0,6.0,5.0,0.0,3.0,109811.0,3060.2229,3964.1245,3855.4668,128.0,3.5671,49.0,1.3655,62.0,258.0,7.19,63490,40151.0,1118.9317,61263.0,-0.0808533,,883.0,214.0,,,30.5713,15638.0,18555.0,341.0,15683.0,18902.0,337.0,-45.0,-347.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,26596.0,29614.0,526.0,24546.0,30439.0,524.0,2050.0,-825.0,2.0,5.0,13.0,4.0,4.0,9.0,5.0
75971,ESPORTSTMNT02_2778045,RED Canids,2153,1,1,12.1,0,1.1147,Red,Gwen,Wukong,Viego,Sylas,Lillia,23,17,0.0,0.641,0.0,4.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,11.0,3.0,1.0,1.0,5.0,6.0,3.0,0.0,102969.0,2869.5495,3984.0502,4334.0455,116.0,3.2327,53.0,1.477,57.0,284.0,7.9145,72190,48851.0,1361.3841,66425.0,0.0808533,,928.0,272.0,,,33.4417,15683.0,18902.0,337.0,15638.0,18555.0,341.0,45.0,347.0,-4.0,1.0,1.0,1.0,1.0,2.0,1.0,24546.0,30439.0,524.0,26596.0,29614.0,526.0,-2050.0,825.0,-2.0,4.0,9.0,5.0,5.0,13.0,4.0
76006,ESPORTSTMNT02_2778108,INTZ,2067,1,1,12.1,0,0.6967,Blue,Yone,Renata Glasc,Ahri,Galio,Lillia,18,6,1.0,0.5225,1.0,4.0,1.0,4.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,8.0,4.0,0.0,1.0,6.0,1.0,1.0,0.0,66208.0,1921.8578,2809.5501,2390.508,127.0,3.6865,68.0,1.9739,50.0,310.0,8.9985,62552,40091.0,1163.7446,56108.0,0.00877146,,807.0,233.0,,,30.1887,15038.0,17744.0,322.0,14961.0,17287.0,334.0,77.0,457.0,-12.0,1.0,3.0,0.0,0.0,0.0,1.0,24395.0,28691.0,526.0,22822.0,28477.0,541.0,1573.0,214.0,-15.0,1.0,3.0,0.0,0.0,0.0,1.0
76007,ESPORTSTMNT02_2778108,Rensga eSports,2067,0,1,12.1,0,0.6967,Red,Lucian,Gwen,Senna,Jax,Renekton,6,18,0.0,0.1742,0.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,8.0,1.0,0.0,1.0,6.0,0.0,1.0,64629.0,1876.0232,2664.7315,2829.6372,140.0,4.0639,58.0,1.6836,56.0,264.0,7.6633,57286,34825.0,1010.8853,55618.0,-0.00877146,,856.0,218.0,,,31.1756,14961.0,17287.0,334.0,15038.0,17744.0,322.0,-77.0,-457.0,12.0,0.0,0.0,1.0,1.0,3.0,0.0,22822.0,28477.0,541.0,24395.0,28691.0,526.0,-1573.0,-214.0,15.0,0.0,0.0,1.0,1.0,3.0,0.0
76030,ESPORTSTMNT02_2778137,Liberty,1953,1,1,12.1,0,0.7373,Blue,Vex,Renata Glasc,Taliyah,Olaf,Vladimir,16,8,1.0,0.4916,1.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,9.0,3.0,0.0,0.0,2.0,6.0,1.0,0.0,70097.0,2153.5177,2624.0553,2113.5791,137.0,4.2089,50.0,1.5361,47.0,259.0,7.957,60746,39447.0,1211.8894,56630.0,0.102664,,827.0,193.0,,,31.3364,15518.0,18422.0,295.0,15630.0,18878.0,323.0,-112.0,-456.0,-28.0,2.0,4.0,2.0,2.0,5.0,2.0,23625.0,30207.0,512.0,25030.0,30653.0,532.0,-1405.0,-446.0,-20.0,2.0,4.0,4.0,4.0,8.0,2.0
76031,ESPORTSTMNT02_2778137,Miners,1953,0,1,12.1,0,0.7373,Red,Gwen,Lulu,Ezreal,Sylas,Gnar,8,16,0.0,0.2458,0.0,3.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,9.0,1.0,1.0,6.0,2.0,0.0,1.0,57076.0,1753.4869,2844.2396,3187.2197,109.0,3.3487,68.0,2.0891,63.0,241.0,7.404,53042,31743.0,975.2074,51100.0,-0.102664,,861.0,208.0,,,32.8418,15630.0,18878.0,323.0,15518.0,18422.0,295.0,112.0,456.0,28.0,2.0,5.0,2.0,2.0,4.0,2.0,25030.0,30653.0,532.0,23625.0,30207.0,512.0,1405.0,446.0,20.0,4.0,8.0,2.0,2.0,4.0,4.0
76042,ESPORTSTMNT02_2778177,FURIA,1500,1,1,12.1,0,0.96,Blue,Gnar,Senna,Taliyah,Rumble,Akali,18,6,0.0,0.72,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,7.0,3.0,1.0,1.0,5.0,3.0,1.0,0.0,62712.0,2508.48,2585.92,2169.32,75.0,3.0,28.0,1.12,51.0,166.0,6.64,49557,32879.0,1315.16,43183.0,0.111174,,661.0,187.0,,,33.92,16205.0,18237.0,319.0,15260.0,17689.0,305.0,945.0,548.0,14.0,3.0,3.0,2.0,2.0,5.0,3.0,24063.0,29596.0,524.0,23744.0,29410.0,520.0,319.0,186.0,4.0,3.0,3.0,3.0,3.0,6.0,3.0
76043,ESPORTSTMNT02_2778177,KaBuM! e-Sports,1500,0,1,12.1,0,0.96,Red,Gwen,Wukong,Lucian,Renata Glasc,Leona,6,18,1.0,0.24,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,0.0,0.0,3.0,5.0,0.0,1.0,37911.0,1516.44,3185.36,2768.96,88.0,3.52,26.0,1.04,39.0,182.0,7.28,39395,22717.0,908.68,38635.0,-0.111174,,663.0,120.0,,,31.32,15260.0,17689.0,305.0,16205.0,18237.0,319.0,-945.0,-548.0,-14.0,2.0,5.0,3.0,3.0,3.0,2.0,23744.0,29410.0,520.0,24063.0,29596.0,524.0,-319.0,-186.0,-4.0,3.0,6.0,3.0,3.0,3.0,3.0
76066,ESPORTSTMNT02_2778214,Flamengo Los Grandes,2220,0,1,12.1,0,0.8108,Blue,Galio,Viego,Lissandra,Gnar,Gangplank,10,20,1.0,0.2703,1.0,1.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,11.0,0.0,0.0,2.0,2.0,0.0,2.0,85268.0,2304.5405,3422.5676,3396.4324,142.0,3.8378,48.0,1.2973,47.0,243.0,6.5676,60734,36712.0,992.2162,59075.0,-0.103805,,943.0,218.0,,,31.3784,15351.0,17984.0,317.0,16204.0,18295.0,323.0,-853.0,-311.0,-6.0,2.0,4.0,3.0,3.0,9.0,2.0,23052.0,29366.0,525.0,25710.0,30093.0,545.0,-2658.0,-727.0,-20.0,2.0,4.0,4.0,4.0,11.0,2.0
76067,ESPORTSTMNT02_2778214,LOUD,2220,1,1,12.1,0,0.8108,Red,Lucian,LeBlanc,Gwen,Karma,Yuumi,20,10,0.0,0.5405,0.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,11.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,104609.0,2827.2703,3193.8108,4222.1892,160.0,4.3243,63.0,1.7027,54.0,360.0,9.7297,72848,48826.0,1319.6216,65543.0,0.103805,,995.0,260.0,,,33.9189,16204.0,18295.0,323.0,15351.0,17984.0,317.0,853.0,311.0,6.0,3.0,9.0,2.0,2.0,4.0,3.0,25710.0,30093.0,545.0,23052.0,29366.0,525.0,2658.0,727.0,20.0,4.0,11.0,2.0,2.0,4.0,4.0
76270,ESPORTSTMNT02_2788841,FURIA,2015,1,1,12.1,0,0.3573,Blue,Senna,Viego,Taliyah,Kalista,Ezreal,8,4,1.0,0.2382,0.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,11.0,3.0,0.0,0.0,1.0,5.0,3.0,0.0,65709.0,1956.5955,2324.6948,2429.33,103.0,3.067,45.0,1.34,43.0,235.0,6.9975,57577,35646.0,1061.4194,52608.0,0.0520342,,790.0,182.0,,,28.9429,14963.0,17308.0,294.0,15640.0,18591.0,332.0,-677.0,-1283.0,-38.0,1.0,2.0,2.0,2.0,2.0,1.0,22689.0,28195.0,463.0,23738.0,29593.0,527.0,-1049.0,-1398.0,-64.0,2.0,4.0,3.0,3.0,4.0,2.0
76271,ESPORTSTMNT02_2788841,Liberty,2015,0,1,12.1,0,0.3573,Red,Gwen,Lucian,Wukong,Xayah,Kai'Sa,4,8,0.0,0.1191,1.0,3.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,11.0,1.0,1.0,5.0,1.0,0.0,3.0,51315.0,1527.9901,2907.067,2453.598,96.0,2.8586,37.0,1.1017,47.0,222.0,6.6104,52233,30302.0,902.2928,49940.0,-0.0520342,,881.0,231.0,,,33.1117,15640.0,18591.0,332.0,14963.0,17308.0,294.0,677.0,1283.0,38.0,2.0,2.0,1.0,1.0,2.0,2.0,23738.0,29593.0,527.0,22689.0,28195.0,463.0,1049.0,1398.0,64.0,3.0,4.0,2.0,2.0,4.0,3.0
76282,ESPORTSTMNT02_2788976,KaBuM! e-Sports,1926,1,1,12.1,0,0.6542,Blue,Ahri,Kalista,Taliyah,Aatrox,Zoe,16,5,1.0,0.4984,0.0,3.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,10.0,1.0,0.0,1.0,8.0,2.0,1.0,0.0,63354.0,1973.6449,3162.9283,2991.3707,103.0,3.2087,74.0,2.3053,50.0,310.0,9.6573,66150,45127.0,1405.8255,57543.0,0.161219,,870.0,239.0,,,34.5483,17948.0,18716.0,301.0,16658.0,19701.0,325.0,1290.0,-985.0,-24.0,4.0,7.0,3.0,3.0,4.0,4.0,27215.0,31034.0,512.0,23848.0,29582.0,503.0,3367.0,1452.0,9.0,4.0,7.0,3.0,3.0,4.0,4.0
76283,ESPORTSTMNT02_2788976,Flamengo Los Grandes,1926,0,1,12.1,0,0.6542,Red,Gwen,Wukong,Lucian,Kennen,Jayce,5,16,0.0,0.1558,1.0,2.0,3.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,10.0,1.0,0.0,2.0,8.0,0.0,1.0,56987.0,1775.296,2757.7882,2243.3956,121.0,3.7695,42.0,1.3084,45.0,195.0,6.0748,50428,29405.0,916.0436,48958.0,-0.161219,,833.0,190.0,,,31.8692,16658.0,19701.0,325.0,17948.0,18716.0,301.0,-1290.0,985.0,24.0,3.0,4.0,4.0,4.0,7.0,3.0,23848.0,29582.0,503.0,27215.0,31034.0,512.0,-3367.0,-1452.0,-9.0,3.0,4.0,4.0,4.0,7.0,3.0
76294,ESPORTSTMNT02_2789001,Miners,2256,1,1,12.1,0,1.0106,Blue,Senna,Renata Glasc,Taliyah,Gangplank,Jarvan IV,23,15,0.0,0.6117,0.0,2.0,3.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,8.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,79673.0,2118.9628,2670.984,3021.383,125.0,3.3245,68.0,1.8085,66.0,316.0,8.4043,67388,42999.0,1143.5904,59425.0,-0.00042061,,857.0,215.0,,,28.5106,17243.0,19467.0,302.0,15515.0,17243.0,286.0,1728.0,2224.0,16.0,6.0,7.0,4.0,4.0,4.0,6.0,25802.0,30007.0,461.0,23121.0,28008.0,473.0,2681.0,1999.0,-12.0,9.0,15.0,5.0,5.0,4.0,9.0
76295,ESPORTSTMNT02_2789001,INTZ,2256,0,1,12.1,0,1.0106,Red,Gwen,Lucian,Wukong,Lissandra,Vex,15,23,1.0,0.3989,1.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,71447.0,1900.1862,2657.6596,2849.6277,154.0,4.0957,51.0,1.3564,57.0,317.0,8.4309,61433,37044.0,985.2128,59450.0,0.00042061,,906.0,220.0,,,29.9468,15515.0,17243.0,286.0,17243.0,19467.0,302.0,-1728.0,-2224.0,-16.0,4.0,4.0,6.0,6.0,7.0,4.0,23121.0,28008.0,473.0,25802.0,30007.0,461.0,-2681.0,-1999.0,12.0,5.0,4.0,9.0,9.0,15.0,5.0
76306,ESPORTSTMNT02_2789075,LOUD,2378,0,1,12.1,0,0.6812,Blue,Gangplank,Swain,Jayce,Akali,Rumble,11,16,1.0,0.2775,0.0,3.0,4.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,11.0,1.0,0.0,5.0,4.0,0.0,3.0,73893.0,1864.4155,2951.5307,2972.5484,175.0,4.4155,65.0,1.64,67.0,300.0,7.5694,70785,45151.0,1139.2178,67958.0,-0.0451898,,1058.0,244.0,,,32.8511,15138.0,18189.0,321.0,15032.0,18654.0,334.0,106.0,-465.0,-13.0,1.0,2.0,0.0,0.0,0.0,1.0,23272.0,28777.0,518.0,24691.0,30104.0,536.0,-1419.0,-1327.0,-18.0,1.0,2.0,2.0,2.0,8.0,1.0
76307,ESPORTSTMNT02_2789075,paiN Gaming,2378,1,1,12.1,0,0.6812,Red,Lucian,Senna,Viego,Lissandra,LeBlanc,16,11,0.0,0.4037,1.0,4.0,3.0,4.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,11.0,5.0,0.0,1.0,4.0,5.0,3.0,0.0,81647.0,2060.0589,2674.3902,2564.8108,169.0,4.2641,83.0,2.0942,73.0,379.0,9.5627,75005,49371.0,1245.6939,71100.0,0.0451898,,1068.0,284.0,,,34.1127,15032.0,18654.0,334.0,15138.0,18189.0,321.0,-106.0,465.0,13.0,0.0,0.0,1.0,1.0,2.0,0.0,24691.0,30104.0,536.0,23272.0,28777.0,518.0,1419.0,1327.0,18.0,2.0,8.0,1.0,1.0,2.0,2.0
76330,ESPORTSTMNT02_2789167,Rensga eSports,1758,0,1,12.1,0,0.8191,Blue,Ezreal,Kalista,Senna,Ornn,Jhin,6,18,0.0,0.2048,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,9.0,0.0,0.0,3.0,8.0,0.0,1.0,47315.0,1614.8464,2882.6621,1829.5904,82.0,2.7986,31.0,1.058,38.0,177.0,6.041,46676,27366.0,933.9932,44453.0,-0.156968,,716.0,163.0,,,30.0,14207.0,16656.0,263.0,16704.0,18041.0,297.0,-2497.0,-1385.0,-34.0,1.0,3.0,2.0,2.0,1.0,1.0,22154.0,26947.0,443.0,24303.0,27716.0,468.0,-2149.0,-769.0,-25.0,2.0,6.0,3.0,3.0,2.0,2.0
76331,ESPORTSTMNT02_2789167,RED Canids,1758,1,1,12.1,0,0.8191,Red,Lucian,Yone,Gwen,Jayce,Camille,18,6,1.0,0.6143,1.0,4.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,9.0,3.0,1.0,1.0,8.0,3.0,1.0,0.0,63369.0,2162.7645,2513.5495,2518.157,88.0,3.0034,32.0,1.0922,35.0,215.0,7.3379,57507,38197.0,1303.6519,52025.0,0.156968,,738.0,215.0,,,32.5256,16704.0,18041.0,297.0,14207.0,16656.0,263.0,2497.0,1385.0,34.0,2.0,1.0,1.0,1.0,3.0,2.0,24303.0,27716.0,468.0,22154.0,26947.0,443.0,2149.0,769.0,25.0,3.0,2.0,2.0,2.0,6.0,3.0
80866,ESPORTSTMNT03_2791281,LOUD,1676,0,1,12.11,0,0.895,Blue,Zeri,Senna,Viktor,Gangplank,LeBlanc,8,17,0.0,0.2864,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,9.0,1.0,0.0,4.0,3.0,0.0,2.0,51235.0,1834.1885,3483.4368,3067.2673,92.0,3.2936,26.0,0.9308,44.0,171.0,6.1217,44005,25532.0,914.0334,43075.0,-0.0839802,,665.0,169.0,,,29.8568,14892.0,17793.0,320.0,16238.0,18477.0,309.0,-1346.0,-684.0,11.0,1.0,1.0,3.0,3.0,4.0,1.0,23082.0,28835.0,494.0,25625.0,30678.0,500.0,-2543.0,-1843.0,-6.0,2.0,2.0,6.0,6.0,7.0,2.0
80867,ESPORTSTMNT03_2791281,KaBuM! e-Sports,1676,1,1,12.11,0,0.895,Red,Lucian,Gwen,Viego,Lee Sin,Graves,17,8,1.0,0.6086,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,9.0,2.0,0.0,1.0,3.0,4.0,2.0,0.0,74311.0,2660.2983,2697.9594,2056.8616,69.0,2.4702,42.0,1.5036,32.0,196.0,7.0167,55151,36678.0,1313.0549,46851.0,0.0839802,,707.0,177.0,,,31.6468,16238.0,18477.0,309.0,14892.0,17793.0,320.0,1346.0,684.0,-11.0,3.0,4.0,1.0,1.0,1.0,3.0,25625.0,30678.0,500.0,23082.0,28835.0,494.0,2543.0,1843.0,6.0,6.0,7.0,2.0,2.0,2.0,6.0
80890,ESPORTSTMNT03_2791310,INTZ,2853,0,1,12.11,0,0.6309,Blue,Olaf,Ahri,Kayle,Rakan,Sylas,13,17,0.0,0.2734,0.0,3.0,5.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,4.0,10.0,1.0,0.0,2.0,3.0,0.0,4.0,109375.0,2300.2103,3350.8517,4422.9653,181.0,3.8065,73.0,1.5352,74.0,357.0,7.5079,79440,48961.0,1029.674,74841.0,-0.141474,,1099.0,251.0,,,28.3912,14963.0,17118.0,281.0,15283.0,17616.0,330.0,-320.0,-498.0,-49.0,2.0,4.0,1.0,1.0,1.0,2.0,22828.0,28061.0,491.0,23724.0,28614.0,542.0,-896.0,-553.0,-51.0,2.0,4.0,1.0,1.0,1.0,2.0
